type,temp,hum,depth_prev,depth,label
FLOOD,15.15,73.09,4.34,7.28,Moderate
FLOOD,24.72,99.61,26.39,30.52,Extreme
FLOOD,22.8,96.32,15.45,24.03,Extreme
FLOOD,30.39,48.09,0.13,0.25,Normal
FLOOD,24.08,87.52,5.53,9.01,Severe
FLOOD,18.95,83.53,5.32,14.33,Severe
FLOOD,21.94,86.63,10.1,16.15,Extreme
FLOOD,31.97,66.92,0.83,0.94,Normal
FLOOD,24.24,75.38,2.64,7.97,Moderate
FLOOD,29.67,85.87,18.96,28.07,Extreme
FLOOD,20.53,71.0,2.25,4.82,Moderate
FLOOD,24.89,85.29,3.47,8.53,Severe
FLOOD,22.48,79.78,2.33,6.95,Moderate
FLOOD,30.26,50.05,0.21,0.64,Normal
FLOOD,29.75,99.57,32.44,45.11,Extreme
FLOOD,30.41,48.02,1.4,1.46,Normal
FLOOD,28.15,70.59,1.78,6.33,Moderate
FLOOD,25.89,94.36,23.56,28.59,Extreme
FLOOD,23.83,90.47,4.16,8.06,Severe
FLOOD,26.54,93.5,14.14,46.77,Extreme
FLOOD,15.6,75.32,4.6,7.74,Moderate
FLOOD,25.02,48.91,2.32,2.24,Normal
FLOOD,24.57,77.66,6.64,7.79,Moderate
FLOOD,29.88,92.37,19.77,38.69,Extreme
FLOOD,22.64,76.93,0.39,5.16,Moderate
FLOOD,28.33,88.11,9.38,17.2,Extreme
FLOOD,22.6,75.19,2.85,6.21,Moderate
FLOOD,20.97,97.43,8.91,33.51,Extreme
FLOOD,20.32,74.99,0.49,4.19,Moderate
FLOOD,27.64,97.2,12.48,31.6,Extreme
FLOOD,27.24,81.32,3.47,11.75,Severe
FLOOD,17.57,72.33,2.35,4.89,Moderate
FLOOD,28.65,78.71,6.26,6.93,Moderate
FLOOD,25.41,81.1,6.84,14.79,Severe
FLOOD,29.27,79.7,3.25,7.41,Moderate
FLOOD,26.92,66.47,1.32,1.42,Normal
FLOOD,19.5,74.34,0.74,4.74,Moderate
FLOOD,29.62,49.18,1.12,1.48,Normal
FLOOD,25.87,56.97,0.31,0.37,Normal
FLOOD,20.84,86.09,14.99,46.31,Extreme
FLOOD,27.74,76.12,0.52,4.07,Moderate
FLOOD,26.43,77.22,0.78,5.13,Moderate
FLOOD,24.88,90.66,15.09,40.59,Extreme
FLOOD,22.59,83.97,3.44,9.58,Severe
FLOOD,32.93,52.15,1.57,1.93,Normal
FLOOD,26.57,79.9,3.69,6.6,Moderate
FLOOD,30.87,58.31,0.11,0.26,Normal
FLOOD,27.7,60.81,1.11,1.21,Normal
FLOOD,18.45,87.01,3.03,13.49,Severe
FLOOD,26.77,81.13,7.2,10.92,Severe
FLOOD,19.55,74.84,5.93,7.65,Moderate
FLOOD,23.39,83.95,3.96,8.33,Severe
FLOOD,19.16,73.42,6.11,6.9,Moderate
FLOOD,22.17,86.46,4.15,14.44,Severe
FLOOD,31.42,45.74,0.07,0.03,Normal
FLOOD,24.48,71.83,0.3,3.9,Moderate
FLOOD,19.93,79.45,2.17,5.0,Moderate
FLOOD,22.03,95.48,8.7,28.22,Extreme
FLOOD,27.59,73.16,6.09,7.82,Moderate
FLOOD,27.23,91.41,31.65,46.64,Extreme
FLOOD,24.01,89.28,4.66,9.79,Severe
FLOOD,22.02,70.41,4.86,7.4,Moderate
FLOOD,18.66,78.96,2.33,3.9,Moderate
FLOOD,27.03,96.7,23.9,29.09,Extreme
FLOOD,26.36,87.15,31.99,42.77,Extreme
FLOOD,29.52,42.92,1.91,2.23,Normal
FLOOD,29.73,97.37,26.82,43.52,Extreme
FLOOD,29.48,87.71,14.96,24.11,Extreme
FLOOD,27.91,72.54,0.12,4.25,Moderate
FLOOD,21.11,77.86,1.37,4.37,Moderate
FLOOD,29.52,90.27,7.22,20.94,Extreme
FLOOD,26.88,45.49,0.36,0.8,Normal
FLOOD,24.92,88.58,31.18,38.21,Extreme
FLOOD,19.04,82.19,5.04,14.14,Severe
FLOOD,31.51,62.49,0.03,0.27,Normal
FLOOD,22.22,92.85,3.69,11.39,Severe
FLOOD,26.75,97.1,36.37,39.65,Extreme
FLOOD,28.35,85.33,30.28,39.11,Extreme
FLOOD,29.84,56.18,0.09,0.57,Normal
FLOOD,26.38,75.08,0.57,4.67,Moderate
FLOOD,18.6,75.95,2.77,4.78,Moderate
FLOOD,23.14,83.01,3.22,14.24,Severe
FLOOD,16.9,76.6,5.08,5.66,Moderate
FLOOD,27.76,64.97,1.56,1.75,Normal
FLOOD,26.44,87.13,7.58,20.12,Extreme
FLOOD,25.87,89.28,3.38,12.36,Severe
FLOOD,31.31,47.01,1.61,1.97,Normal
FLOOD,27.03,87.34,10.8,13.93,Severe
FLOOD,31.4,50.54,0.13,0.05,Normal
FLOOD,25.43,46.48,1.25,1.26,Normal
FLOOD,25.45,91.52,9.64,12.67,Severe
FLOOD,20.57,86.29,10.01,12.61,Severe
FLOOD,27.13,94.61,3.92,11.74,Severe
FLOOD,22.36,78.64,3.29,6.28,Moderate
FLOOD,27.92,52.39,2.65,2.82,Normal
FLOOD,27.39,64.08,0.94,1.43,Normal
FLOOD,28.43,65.52,1.52,1.48,Normal
FLOOD,26.12,56.31,0.0,0.2,Normal
FLOOD,24.7,78.43,5.54,7.13,Moderate
FLOOD,29.35,59.84,0.81,1.17,Normal
FLOOD,20.88,73.65,1.6,6.92,Moderate
FLOOD,29.56,48.76,1.43,1.68,Normal
FLOOD,27.05,77.96,2.97,7.03,Moderate
FLOOD,25.27,62.28,1.57,1.62,Normal
FLOOD,16.56,74.03,5.16,7.23,Moderate
FLOOD,28.84,85.63,11.36,16.8,Extreme
FLOOD,26.95,83.36,3.25,8.72,Severe
FLOOD,19.83,78.8,3.52,7.38,Moderate
FLOOD,20.94,86.13,7.31,9.52,Severe
FLOOD,25.7,42.9,2.81,2.75,Normal
FLOOD,18.22,81.13,7.16,9.27,Severe
FLOOD,27.47,89.27,5.27,37.42,Extreme
FLOOD,27.61,93.65,5.46,37.48,Extreme
FLOOD,21.57,79.63,2.62,4.85,Moderate
FLOOD,19.59,93.57,12.35,13.55,Severe
FLOOD,26.36,52.4,1.53,1.56,Normal
FLOOD,24.05,91.59,5.36,26.75,Extreme
FLOOD,20.08,98.61,19.43,43.64,Extreme
FLOOD,26.34,47.53,0.28,0.48,Normal
FLOOD,22.61,75.56,0.66,4.73,Moderate
FLOOD,24.02,70.6,2.3,7.93,Moderate
FLOOD,29.21,71.78,1.42,3.67,Moderate
FLOOD,31.5,61.96,1.48,1.71,Normal
FLOOD,27.11,86.64,21.91,28.87,Extreme
FLOOD,26.03,59.2,1.93,1.88,Normal
FLOOD,25.66,48.56,1.43,1.73,Normal
FLOOD,23.8,91.27,5.94,9.02,Severe
FLOOD,26.06,69.43,0.25,0.34,Normal
FLOOD,26.9,42.38,0.42,0.59,Normal
FLOOD,30.93,68.19,1.22,1.62,Normal
FLOOD,22.4,99.07,20.81,49.2,Extreme
FLOOD,30.26,67.76,0.85,0.8,Normal
FLOOD,20.25,91.06,22.65,30.36,Extreme
FLOOD,31.53,51.79,0.14,0.14,Normal
FLOOD,25.32,66.69,2.47,2.57,Normal
FLOOD,26.13,92.88,19.76,42.98,Extreme
FLOOD,27.41,59.73,1.55,1.5,Normal
FLOOD,26.5,92.08,19.1,48.9,Extreme
FLOOD,23.17,98.84,13.76,21.33,Extreme
FLOOD,23.93,78.79,0.66,3.79,Moderate
FLOOD,25.76,85.79,32.78,47.33,Extreme
FLOOD,22.55,91.73,31.54,45.87,Extreme
FLOOD,26.33,83.54,12.49,14.82,Severe
FLOOD,32.65,49.64,2.07,2.15,Normal
FLOOD,27.79,99.77,20.91,40.44,Extreme
FLOOD,28.31,95.81,10.9,41.57,Extreme
FLOOD,21.4,80.18,7.4,11.1,Severe
FLOOD,21.07,92.8,4.71,12.01,Severe
FLOOD,29.38,58.14,2.24,2.39,Normal
FLOOD,24.07,87.03,9.15,13.33,Severe
FLOOD,29.26,64.74,0.14,0.19,Normal
FLOOD,24.87,99.33,20.85,36.42,Extreme
FLOOD,26.77,87.42,32.69,45.79,Extreme
FLOOD,24.67,77.02,0.76,3.5,Moderate
FLOOD,25.64,86.32,7.35,11.74,Severe
FLOOD,32.68,57.36,0.04,0.16,Normal
FLOOD,24.78,85.07,6.03,30.56,Extreme
FLOOD,22.25,94.23,11.53,30.22,Extreme
FLOOD,25.97,89.89,3.89,10.31,Severe
FLOOD,24.53,96.03,42.6,47.65,Extreme
FLOOD,25.55,75.32,2.7,7.85,Moderate
FLOOD,32.7,66.43,0.79,1.26,Normal
FLOOD,18.73,79.46,4.95,7.51,Moderate
FLOOD,28.11,94.37,27.35,44.72,Extreme
FLOOD,22.44,77.68,2.31,3.53,Moderate
FLOOD,21.82,95.35,11.82,44.02,Extreme
FLOOD,23.72,90.27,6.67,19.28,Extreme
FLOOD,18.32,90.91,3.17,8.17,Severe
FLOOD,17.0,75.92,6.79,7.96,Moderate
FLOOD,32.23,41.91,1.69,1.96,Normal
FLOOD,24.96,98.89,8.48,47.55,Extreme
FLOOD,18.41,72.1,0.29,6.99,Moderate
FLOOD,17.97,74.02,2.72,5.51,Moderate
FLOOD,25.26,40.37,1.02,1.26,Normal
FLOOD,28.78,55.35,1.44,1.81,Normal
FLOOD,28.79,85.18,18.72,45.34,Extreme
FLOOD,26.59,48.18,0.78,0.88,Normal
FLOOD,17.71,72.99,6.78,7.54,Moderate
FLOOD,31.41,67.13,0.39,0.46,Normal
FLOOD,25.39,62.32,0.83,0.89,Normal
FLOOD,18.2,70.32,4.51,5.47,Moderate
FLOOD,23.59,77.88,0.02,3.84,Moderate
FLOOD,25.47,63.05,1.72,2.21,Normal
FLOOD,28.79,53.51,2.47,2.7,Normal
FLOOD,28.14,91.84,42.45,45.21,Extreme
FLOOD,20.12,98.18,10.94,34.7,Extreme
FLOOD,26.11,91.03,7.19,10.13,Severe
FLOOD,20.45,89.86,11.55,29.68,Extreme
FLOOD,25.14,89.27,13.93,28.92,Extreme
FLOOD,26.1,53.0,1.66,1.67,Normal
FLOOD,28.0,92.16,27.8,30.8,Extreme
FLOOD,26.26,73.1,1.75,5.91,Moderate
FLOOD,25.09,98.4,13.62,46.14,Extreme
FLOOD,25.8,70.35,1.25,3.61,Moderate
FLOOD,22.54,81.19,5.1,11.15,Severe
FLOOD,27.98,96.04,34.36,44.66,Extreme
FLOOD,29.27,62.36,0.22,0.27,Normal
FLOOD,16.71,78.41,2.22,4.49,Moderate
FLOOD,31.5,45.64,0.36,0.41,Normal
FLOOD,30.62,40.4,0.56,1.04,Normal
FLOOD,18.31,94.27,5.64,13.91,Severe
FLOOD,28.12,92.28,17.82,49.95,Extreme
FLOOD,19.79,92.78,6.37,12.91,Severe
FLOOD,28.57,57.44,0.16,0.11,Normal
FLOOD,30.61,45.94,1.32,1.63,Normal
FLOOD,28.67,74.5,2.37,6.32,Moderate
FLOOD,18.25,74.81,1.33,7.39,Moderate
FLOOD,18.43,94.6,6.83,10.6,Severe
FLOOD,23.68,88.95,6.64,8.89,Severe
FLOOD,30.8,42.19,0.73,1.05,Normal
FLOOD,19.08,70.7,2.85,5.21,Moderate
FLOOD,23.65,92.84,19.23,47.1,Extreme
FLOOD,27.24,93.2,12.33,13.83,Severe
FLOOD,23.98,84.39,4.36,12.41,Severe
FLOOD,22.56,70.81,2.66,7.25,Moderate
FLOOD,30.12,49.65,0.32,0.52,Normal
FLOOD,24.03,70.19,1.71,6.97,Moderate
FLOOD,23.41,70.35,0.4,5.09,Moderate
FLOOD,17.58,74.31,5.23,7.23,Moderate
FLOOD,25.79,87.08,10.04,22.37,Extreme
FLOOD,24.86,98.46,16.13,23.13,Extreme
FLOOD,28.77,90.94,6.81,28.48,Extreme
FLOOD,28.09,74.9,0.5,5.02,Moderate
FLOOD,25.28,88.7,26.23,28.81,Extreme
FLOOD,20.48,72.08,5.3,6.7,Moderate
FLOOD,21.98,91.26,7.69,14.58,Severe
FLOOD,25.47,93.65,37.32,42.31,Extreme
FLOOD,27.44,89.82,13.35,40.89,Extreme
FLOOD,27.17,60.91,2.56,2.64,Normal
FLOOD,29.79,71.97,4.05,7.59,Moderate
FLOOD,22.67,98.92,9.33,21.11,Extreme
FLOOD,25.8,46.95,1.42,1.87,Normal
FLOOD,20.58,87.48,4.67,12.3,Severe
FLOOD,31.68,41.48,0.98,1.02,Normal
FLOOD,31.32,68.41,0.38,0.77,Normal
FLOOD,27.11,98.52,21.28,36.13,Extreme
FLOOD,28.07,96.92,18.49,29.61,Extreme
FLOOD,26.42,43.64,0.27,0.64,Normal
FLOOD,17.14,78.09,2.89,4.74,Moderate
FLOOD,23.47,93.78,17.84,34.19,Extreme
FLOOD,29.04,69.59,1.6,1.81,Normal
FLOOD,18.36,85.4,10.1,14.5,Severe
FLOOD,25.46,81.57,6.02,11.59,Severe
FLOOD,20.05,99.01,12.99,28.62,Extreme
FLOOD,22.46,96.97,20.24,41.13,Extreme
FLOOD,21.47,97.24,39.4,49.88,Extreme
FLOOD,31.66,64.71,2.35,2.36,Normal
FLOOD,29.28,73.42,1.68,7.02,Moderate
FLOOD,31.54,58.94,1.23,1.39,Normal
FLOOD,22.98,88.4,6.63,45.8,Extreme
FLOOD,26.54,46.3,0.63,0.91,Normal
FLOOD,19.04,83.49,4.3,10.31,Severe
FLOOD,21.88,92.44,27.48,43.99,Extreme
FLOOD,22.19,91.53,17.28,19.46,Extreme
FLOOD,19.23,78.07,3.84,5.24,Moderate
FLOOD,28.49,53.35,0.69,0.6,Normal
FLOOD,29.09,55.13,1.74,2.19,Normal
FLOOD,30.76,68.47,1.13,1.37,Normal
FLOOD,27.69,58.31,0.04,0.23,Normal
FLOOD,19.9,81.89,3.52,8.63,Severe
FLOOD,27.64,68.27,1.14,1.27,Normal
FLOOD,23.69,90.57,6.58,12.6,Severe
FLOOD,27.92,92.42,21.5,29.66,Extreme
FLOOD,20.71,77.53,4.08,6.54,Moderate
FLOOD,21.03,89.56,6.16,24.38,Extreme
FLOOD,32.29,57.93,1.03,1.12,Normal
FLOOD,27.27,90.35,3.92,14.57,Severe
FLOOD,29.16,42.85,0.63,0.9,Normal
FLOOD,16.55,73.0,3.38,6.2,Moderate
FLOOD,25.84,88.5,6.69,10.07,Severe
FLOOD,26.59,67.56,2.07,2.04,Normal
FLOOD,29.22,58.78,0.22,0.22,Normal
FLOOD,24.62,96.33,42.9,45.87,Extreme
FLOOD,27.38,89.92,6.28,8.72,Severe
FLOOD,24.62,87.43,4.25,14.53,Severe
FLOOD,26.38,99.03,19.56,41.08,Extreme
FLOOD,23.2,99.51,32.69,38.36,Extreme
FLOOD,24.74,86.98,9.01,10.51,Severe
FLOOD,22.71,87.72,10.22,14.14,Severe
FLOOD,30.98,40.68,1.25,1.63,Normal
FLOOD,28.85,75.12,0.1,3.26,Moderate
FLOOD,32.06,45.65,1.33,1.59,Normal
FLOOD,31.64,59.32,1.93,2.42,Normal
FLOOD,19.26,90.98,5.1,10.56,Severe
FLOOD,27.93,42.32,0.15,0.08,Normal
FLOOD,27.89,47.32,1.94,2.17,Normal
FLOOD,22.0,89.61,6.31,12.93,Severe
FLOOD,22.89,91.45,7.67,9.88,Severe
FLOOD,18.72,83.53,4.46,13.51,Severe
FLOOD,26.77,63.08,2.59,2.71,Normal
FLOOD,27.47,57.12,2.51,2.97,Normal
FLOOD,19.21,78.66,2.55,3.13,Moderate
FLOOD,22.9,94.74,30.72,39.45,Extreme
FLOOD,23.88,94.48,3.09,9.49,Severe
FLOOD,30.45,53.35,0.71,0.82,Normal
FLOOD,30.37,42.15,0.19,0.57,Normal
FLOOD,25.66,40.41,2.2,2.58,Normal
FLOOD,28.52,74.54,4.2,5.58,Moderate
FLOOD,15.57,75.54,0.37,3.38,Moderate
FLOOD,19.37,72.12,0.87,7.21,Moderate
FLOOD,28.75,51.43,2.14,2.48,Normal
FLOOD,19.32,71.49,0.19,4.75,Moderate
FLOOD,24.62,85.69,10.76,13.46,Severe
FLOOD,22.26,90.65,20.47,38.69,Extreme
FLOOD,28.88,99.18,16.12,18.38,Extreme
FLOOD,26.53,40.67,2.0,2.37,Normal
FLOOD,23.1,72.91,3.75,6.78,Moderate
FLOOD,22.91,84.66,8.54,12.69,Severe
FLOOD,19.3,74.41,4.93,6.22,Moderate
FLOOD,23.36,89.09,4.37,10.48,Severe
FLOOD,21.66,95.04,10.07,18.71,Extreme
FLOOD,29.11,85.02,34.84,48.8,Extreme
FLOOD,22.77,70.85,1.14,4.24,Moderate
FLOOD,27.91,93.21,10.65,28.33,Extreme
FLOOD,28.63,89.11,12.66,37.32,Extreme
FLOOD,27.6,62.33,0.31,0.39,Normal
FLOOD,20.69,87.46,8.52,14.09,Severe
FLOOD,24.27,91.6,13.08,14.88,Severe
FLOOD,17.45,77.94,0.6,4.82,Moderate
FLOOD,23.26,76.66,0.7,4.02,Moderate
FLOOD,20.26,90.18,6.09,16.14,Extreme
FLOOD,21.76,87.19,7.99,9.44,Severe
FLOOD,26.39,93.53,5.96,17.9,Extreme
FLOOD,19.67,82.94,10.06,14.73,Severe
FLOOD,30.47,50.91,1.48,1.42,Normal
FLOOD,23.19,90.98,21.91,28.65,Extreme
FLOOD,29.4,73.99,2.06,7.7,Moderate
FLOOD,25.11,66.27,2.7,2.68,Normal
FLOOD,21.05,93.32,7.72,10.95,Severe
FLOOD,18.51,87.49,5.93,8.34,Severe
FLOOD,17.15,77.34,0.63,5.36,Moderate
FLOOD,24.62,95.43,5.61,42.4,Extreme
FLOOD,19.01,94.19,7.23,8.81,Severe
FLOOD,32.05,55.16,1.74,1.93,Normal
FLOOD,26.47,47.08,0.67,0.99,Normal
FLOOD,25.19,81.96,5.75,8.16,Severe
FLOOD,31.06,55.84,1.22,1.54,Normal
FLOOD,32.06,41.63,1.47,1.43,Normal
FLOOD,20.02,83.19,6.21,10.68,Severe
FLOOD,27.46,94.23,12.63,32.37,Extreme
FLOOD,20.82,81.26,6.81,10.92,Severe
FLOOD,26.02,58.67,1.76,1.68,Normal
FLOOD,32.49,50.13,0.18,0.33,Normal
FLOOD,27.49,55.22,0.82,1.24,Normal
FLOOD,20.22,91.02,23.7,43.41,Extreme
FLOOD,20.8,92.52,21.01,29.64,Extreme
FLOOD,18.15,89.33,4.91,12.27,Severe
FLOOD,26.12,81.13,3.88,13.24,Severe
FLOOD,20.97,79.57,4.77,7.0,Moderate
FLOOD,26.09,82.63,9.51,13.75,Severe
FLOOD,19.35,93.61,5.85,13.81,Severe
FLOOD,32.77,50.74,1.82,1.8,Normal
FLOOD,19.09,84.77,7.48,9.92,Severe
FLOOD,24.15,71.16,6.63,7.84,Moderate
FLOOD,24.34,92.3,3.69,9.17,Severe
FLOOD,18.1,77.83,3.31,5.56,Moderate
FLOOD,18.19,71.64,3.98,5.89,Moderate
FLOOD,25.56,42.27,1.64,1.93,Normal
FLOOD,26.47,65.18,0.99,1.16,Normal
FLOOD,23.98,92.65,11.04,33.71,Extreme
FLOOD,23.45,89.66,14.58,23.7,Extreme
FLOOD,24.46,91.67,10.24,13.7,Severe
FLOOD,25.39,78.23,0.52,3.1,Moderate
FLOOD,23.19,94.66,15.73,46.24,Extreme
FLOOD,22.78,83.19,9.02,14.94,Severe
FLOOD,23.33,88.02,4.34,9.98,Severe
FLOOD,29.97,68.38,0.1,0.22,Normal
FLOOD,27.7,98.2,10.99,23.72,Extreme
FLOOD,25.93,84.01,6.98,10.9,Severe
FLOOD,21.15,85.82,25.1,44.32,Extreme
FLOOD,26.34,71.99,4.08,6.87,Moderate
FLOOD,30.1,50.31,2.59,2.94,Normal
FLOOD,29.39,92.45,12.23,34.48,Extreme
FLOOD,27.86,98.89,31.4,34.56,Extreme
FLOOD,29.22,88.21,8.56,28.73,Extreme
FLOOD,22.98,79.24,2.04,4.1,Moderate
FLOOD,18.26,70.57,4.03,5.47,Moderate
FLOOD,25.91,44.97,0.03,0.05,Normal
FLOOD,27.47,86.92,6.38,8.39,Severe
FLOOD,24.78,90.67,9.03,11.96,Severe
FLOOD,20.75,71.72,3.03,4.21,Moderate
FLOOD,18.16,82.44,3.21,11.53,Severe
FLOOD,24.98,90.77,26.2,43.16,Extreme
FLOOD,26.65,79.35,2.02,6.0,Moderate
FLOOD,30.13,61.99,1.54,1.68,Normal
FLOOD,23.07,76.61,1.99,5.26,Moderate
FLOOD,24.84,88.98,6.55,10.51,Severe
FLOOD,16.64,75.51,0.82,3.97,Moderate
FLOOD,26.71,92.84,14.6,29.22,Extreme
FLOOD,18.27,91.43,4.2,11.15,Severe
FLOOD,25.92,74.51,0.64,4.52,Moderate
FLOOD,32.24,54.54,1.16,1.46,Normal
FLOOD,19.09,94.05,10.66,13.32,Severe
FLOOD,24.51,94.63,11.23,13.18,Severe
FLOOD,15.69,78.82,3.01,7.98,Moderate
FLOOD,26.49,70.94,3.41,5.02,Moderate
FLOOD,26.8,64.2,2.57,2.88,Normal
FLOOD,26.09,84.17,7.34,9.59,Severe
FLOOD,25.77,90.73,6.17,13.98,Severe
FLOOD,27.08,94.65,8.44,12.27,Severe
FLOOD,29.69,47.14,0.09,0.06,Normal
FLOOD,26.22,71.95,0.94,6.2,Moderate
FLOOD,22.26,93.05,14.62,18.55,Extreme
FLOOD,29.84,79.7,1.88,7.08,Moderate
FLOOD,26.71,53.35,1.15,1.23,Normal
FLOOD,25.52,85.81,23.14,43.98,Extreme
FLOOD,21.45,98.69,16.44,29.49,Extreme
FLOOD,21.62,70.77,2.85,4.5,Moderate
FLOOD,25.15,69.06,1.45,1.64,Normal
FLOOD,25.33,53.9,0.56,0.71,Normal
FLOOD,20.68,72.12,4.59,5.77,Moderate
FLOOD,27.83,93.62,23.1,32.96,Extreme
FLOOD,20.48,82.2,8.32,10.0,Severe
FLOOD,20.35,78.88,2.77,4.27,Moderate
FLOOD,18.15,86.2,6.99,13.52,Severe
FLOOD,28.03,78.62,1.36,7.1,Moderate
FLOOD,31.89,56.27,1.1,1.54,Normal
FLOOD,20.73,93.93,3.19,12.9,Severe
FLOOD,24.48,73.81,4.33,7.76,Moderate
FLOOD,22.46,83.37,3.09,12.57,Severe
FLOOD,32.05,61.63,2.35,2.49,Normal
FLOOD,22.06,80.6,4.68,9.31,Severe
FLOOD,28.53,62.87,0.59,0.56,Normal
FLOOD,19.96,77.62,0.67,3.76,Moderate
FLOOD,27.84,59.24,0.14,0.33,Normal
FLOOD,27.5,64.34,0.88,1.34,Normal
FLOOD,30.15,42.97,0.09,0.14,Normal
FLOOD,28.39,94.86,20.14,23.88,Extreme
FLOOD,27.14,57.87,1.54,2.01,Normal
FLOOD,26.26,63.75,1.62,2.1,Normal
FLOOD,28.7,89.12,7.77,40.06,Extreme
FLOOD,25.88,92.21,3.68,13.87,Severe
FLOOD,27.12,43.66,0.99,0.91,Normal
FLOOD,24.39,77.77,0.44,6.65,Moderate
FLOOD,26.26,74.99,5.55,6.93,Moderate
FLOOD,32.65,54.69,2.67,2.72,Normal
FLOOD,28.04,47.57,2.11,2.1,Normal
FLOOD,20.58,91.56,12.05,13.65,Severe
FLOOD,27.59,83.14,7.53,10.89,Severe
FLOOD,21.08,85.38,5.35,12.17,Severe
FLOOD,23.25,80.4,10.7,14.53,Severe
FLOOD,23.83,74.72,6.93,7.49,Moderate
FLOOD,15.21,79.2,1.03,4.3,Moderate
FLOOD,25.05,76.36,3.8,4.66,Moderate
FLOOD,24.32,83.66,8.53,13.1,Severe
FLOOD,21.45,75.06,4.89,6.52,Moderate
FLOOD,21.16,87.92,17.04,41.39,Extreme
FLOOD,20.49,72.14,3.89,4.49,Moderate
FLOOD,24.27,83.46,4.67,12.48,Severe
FLOOD,30.54,62.93,2.2,2.32,Normal
FLOOD,25.92,90.34,18.34,33.69,Extreme
FLOOD,23.39,70.53,1.67,4.69,Moderate
FLOOD,27.01,85.67,22.8,30.56,Extreme
FLOOD,24.14,77.28,0.53,4.55,Moderate
FLOOD,18.16,77.49,1.78,5.05,Moderate
FLOOD,16.18,70.78,4.34,7.76,Moderate
FLOOD,21.7,85.27,3.89,11.41,Severe
FLOOD,30.1,58.78,1.24,1.65,Normal
FLOOD,21.14,74.59,2.0,3.6,Moderate
FLOOD,28.31,55.93,1.18,1.49,Normal
FLOOD,18.33,91.52,6.43,9.0,Severe
FLOOD,25.02,96.42,5.75,43.9,Extreme
FLOOD,25.89,98.19,14.0,24.96,Extreme
FLOOD,29.83,88.96,35.54,38.16,Extreme
FLOOD,28.94,64.09,1.71,1.79,Normal
FLOOD,24.03,96.69,25.11,28.17,Extreme
FLOOD,26.5,88.07,3.32,11.6,Severe
FLOOD,24.21,75.61,1.06,4.86,Moderate
FLOOD,27.9,70.3,0.78,4.57,Moderate
FLOOD,22.74,89.66,4.8,10.06,Severe
FLOOD,21.62,88.25,18.79,24.7,Extreme
FLOOD,28.83,73.15,1.78,4.08,Moderate
FLOOD,20.22,76.92,2.21,3.63,Moderate
FLOOD,24.76,94.9,4.24,9.51,Severe
FLOOD,22.05,74.58,1.66,4.46,Moderate
FLOOD,25.47,61.26,1.63,1.69,Normal
FLOOD,21.44,87.33,8.62,11.25,Severe
FLOOD,15.69,74.69,1.02,4.35,Moderate
FLOOD,24.41,91.26,15.34,18.43,Extreme
FLOOD,26.76,41.93,1.01,1.05,Normal
FLOOD,32.94,66.43,1.8,1.8,Normal
FLOOD,26.14,44.45,1.73,1.65,Normal
FLOOD,26.11,72.42,3.84,4.74,Moderate
FLOOD,28.91,71.69,6.51,7.49,Moderate
FLOOD,25.12,47.21,2.43,2.76,Normal
FLOOD,20.94,91.63,14.99,28.45,Extreme
FLOOD,25.07,44.75,0.45,0.81,Normal
FLOOD,32.22,66.82,0.89,0.89,Normal
FLOOD,24.4,79.15,1.63,5.31,Moderate
FLOOD,28.57,86.08,14.44,22.44,Extreme
FLOOD,26.88,51.94,0.13,0.07,Normal
FLOOD,25.45,74.77,3.87,6.5,Moderate
FLOOD,25.12,40.77,0.03,0.03,Normal
FLOOD,18.98,90.07,3.91,8.74,Severe
FLOOD,23.6,92.4,33.07,44.3,Extreme
FLOOD,26.25,75.82,1.42,3.21,Moderate
FLOOD,27.07,89.96,13.27,19.0,Extreme
FLOOD,22.21,93.48,9.26,16.23,Extreme
FLOOD,26.68,78.21,2.92,4.05,Moderate
FLOOD,22.79,99.46,6.61,17.55,Extreme
FLOOD,21.25,81.38,5.82,11.93,Severe
FLOOD,26.15,93.01,23.36,40.57,Extreme
FLOOD,26.77,43.73,1.51,1.83,Normal
FLOOD,31.14,60.59,1.13,1.15,Normal
FLOOD,27.65,64.86,1.94,2.44,Normal
FLOOD,28.21,92.0,22.74,25.64,Extreme
FLOOD,18.28,87.65,4.11,8.31,Severe
FLOOD,17.95,72.38,0.84,5.88,Moderate
FLOOD,29.83,94.15,26.13,49.25,Extreme
FLOOD,18.93,80.45,9.65,11.9,Severe
FLOOD,24.03,82.24,7.76,8.98,Severe
FLOOD,22.32,89.7,4.9,11.44,Severe
FLOOD,18.85,81.6,9.91,12.85,Severe
FLOOD,27.4,95.01,8.08,22.26,Extreme
FLOOD,31.76,59.73,1.02,1.25,Normal
FLOOD,19.55,81.66,12.1,14.37,Severe
FLOOD,20.01,88.08,4.45,8.95,Severe
FLOOD,24.58,89.81,12.3,14.7,Severe
FLOOD,26.48,89.7,4.31,12.61,Severe
FLOOD,24.15,87.44,28.51,44.67,Extreme
FLOOD,25.78,55.04,1.69,1.61,Normal
FLOOD,28.8,71.24,0.81,5.42,Moderate
FLOOD,21.81,85.73,9.97,39.27,Extreme
FLOOD,25.46,54.99,0.08,0.27,Normal
FLOOD,26.38,80.03,8.94,9.98,Severe
FLOOD,23.36,87.23,39.0,45.42,Extreme
FLOOD,27.19,99.56,11.98,15.78,Extreme
